제품명,Codex 분류 메모,Figma 노출 순서,Figma 반영 상태,SERKAN Code,검수 상태,공식 링크,등록일,분류 확신도,브랜드,세르칸핏,연결 섹션 코드,이미지 상태,제품 사진,제품군,추천 대상,추천 이유 한 줄,카테고리,태그,트렌드 근거,협찬 가능성
어퍼컷 디럭스 포마드,,,,SR26-GR-HR-P106,검수 필요,https://uppercutdeluxe.com,2026년 5월 30일 오후 2:27,,Uppercut Deluxe,3,,누끼/단독컷 있음,https://www.baressoshop.se/58575-large_default/uppercut-deluxe-pomade-30g.jpg,헤어스타일링,,,스타일관리,,훅: 클래식 포마드 스타일링 / 문제: 가르마와 슬릭백은 일반 왁스로 형태가 부족함 / 각도: 포마드 헤어 입문 슬롯 / 근거: 어퍼컷 디럭스는 바버샵 감성 포마드 대표 브랜드로 남성 스타일링 보드에 적합 / 포지션: 투자 / 대상: 포마드·슬릭백 남성 / 연결: SR26-GR-HR-M1 헤어 스타일링 루틴,낮음
다슈 클래식 익스트림 레드 왁스,,,,SR26-GR-HR-P102,검수 필요,https://dashu.co.kr,2026년 5월 30일 오후 2:27,,DASHU,5,,일반 제품컷 있음,https://cdn.shopify.com/s/files/1/0263/8849/6458/files/1_cc9f5151-fabe-4461-bdbc-632389603ab1.jpg?v=1694461200,헤어스타일링,,,스타일관리,,훅: 남성 전용 왁스의 국내 대표 후보 / 문제: 스타일링 제품은 향과 세정력까지 봐야 함 / 각도: 국내 남성 왁스 비교 슬롯 / 근거: 다슈는 남성 헤어·그루밍 브랜드 포지션이 명확하고 협찬 적합성이 높음 / 포지션: 밸런스 / 대상: 데일리 스타일링 남성 / 연결: SR26-GR-HR-M1 헤어 스타일링 루틴,높음
데오낫 미네랄 데오드란트 스틱,,,,SR26-BD-BC-P104,검수 필요,https://www.deonat.com,2026년 5월 30일 오후 2:27,,Deonat,3,,누끼/단독컷 있음,https://f.nooncdn.com/p/v1531896471/N15767804A_1.jpg,바디케어,,,바디관리,,훅: 향으로 덮지 않는 미네랄 데오드란트 / 문제: 강한 향 데오드란트가 부담스러움 / 각도: 무향 체취 관리 슬롯 / 근거: 데오낫은 미네랄 스톤 데오드란트로 국내 온라인 구매와 리뷰가 꾸준함 / 포지션: 피부타입특화 / 대상: 향 민감 남성 / 연결: SR26-BD-BC-M1 바디냄새/청결 루틴,보통
미쟝센 퍼펙트 세럼 오리지널,,,,SR26-GR-HC-P101,검수 필요,https://www.miseenscene.com,2026년 5월 30일 오후 2:27,,Mise en scene,4,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0016/A00000016538310ko.jpg?l=ko,헤어케어,,,스타일관리,,훅: 부스스한 머리를 눌러주는 국민 헤어세럼 / 문제: 드라이 후 머리끝이 푸석하면 전체 인상이 지저분해짐 / 각도: 샴푸 후 마무리 헤어케어 슬롯 / 근거: 미쟝센 퍼펙트세럼은 국내 헤어오일·세럼 카테고리 장기 스테디셀러 / 포지션: 가성비 / 대상: 푸석한 모발 남성 / 연결: SR26-GR-SC-M1 두피 컨디션 루틴,보통
모레모 워터 트리트먼트 미라클 10,,,,SR26-GR-HC-P102,검수 필요,https://moremo.co.kr,2026년 5월 30일 오후 2:27,,moremo,4,,누끼/단독컷 있음,https://cdn.aritaum.com/UPLOAD/UPLOAD_IMAGE/C020/201910/IMG1570RPK779289025.jpg,헤어케어,,,스타일관리,,훅: 10초 트리트먼트로 머릿결 응급처치 / 문제: 트리트먼트는 오래 방치해야 해서 귀찮음 / 각도: 샤워 중 빠른 헤어케어 슬롯 / 근거: 모레모 워터트리트먼트는 빠른 사용감으로 국내외 리뷰형 콘텐츠에 적합 / 포지션: 입문자 / 대상: 염색·펌 후 거친 모발 남성 / 연결: SR26-GR-SC-M1 두피 컨디션 루틴,높음
한즈드푸코 클레이메이션 헤어왁스,,,,SR26-GR-HR-P103,검수 필요,https://www.hanzdefuko.com,2026년 5월 30일 오후 2:27,,Hanz de Fuko,4,,누끼/단독컷 있음,https://f.nooncdn.com/p/v1568287054/N29301768A_1.jpg,헤어스타일링,,,스타일관리,,훅: 매트한 질감의 프리미엄 클레이 / 문제: 번들거리는 왁스는 머리가 기름져 보임 / 각도: 자연스러운 무광 텍스처 슬롯 / 근거: 한즈 드 푸코 클레이메이션은 남성 프리미엄 스타일링 제품으로 해외 그루밍 커뮤니티 인지도가 높음 / 포지션: 투자 / 대상: 무광 포마드·클레이 선호 남성 / 연결: SR26-GR-HR-M1 헤어 스타일링 루틴,낮음
즈윌링 클래식 이녹스 손톱깎이,,,,SR26-SK-HC-P102,검수 필요,https://www.zwilling.com/kr,2026년 5월 30일 오후 2:27,,ZWILLING,3,,일반 제품컷 있음,https://sitem.ssgcdn.com/42/75/43/item/1000201437542_i1_1200.jpg,홈케어,,,위생관리,,훅: 오래 쓰는 손톱깎이 투자템 / 문제: 손톱 관리 도구는 싼 제품을 오래 쓰면 절삭감이 떨어짐 / 각도: 욕실 그루밍 툴 업그레이드 슬롯 / 근거: 즈윌링은 스테인리스 그루밍 툴 브랜드 신뢰도가 높아 선물·투자 포지션이 가능 / 포지션: 투자 / 대상: 손 관리 도구를 정리하려는 남성 / 연결: SR26-GR-CN-M1 손톱 컨디션 관리,낮음
아모스프로페셔널 컬링 에센스 2X,,,,SR26-GR-HC-P104,검수 필요,https://www.amosprofessional.com,2026년 5월 30일 오후 2:27,,AMOS PROFESSIONAL,4,,누끼/단독컷 있음,https://amosprofessional.com/web/product/big/202601/724a9c137729bbace9e76a5d2ba03f39.jpg,헤어케어,,,스타일관리,,훅: 펌 컬을 살리는 에센스 / 문제: 남성 펌은 하루만 지나도 컬이 퍼지고 건조해짐 / 각도: 아침 컬 복원 헤어케어 슬롯 / 근거: 아모스 컬링에센스는 미용실·살롱 기반 펌 관리 제품으로 인지도가 높음 / 포지션: 밸런스 / 대상: 가르마펌·쉐도우펌 남성 / 연결: SR26-GR-HR-M1 헤어 스타일링 루틴,보통
도브 맨+케어 클린 컴포트 바디워시,,,,SR26-BD-BC-P102,검수 필요,https://www.dove.com/kr,2026년 5월 30일 오후 2:27,,Dove Men+Care,3,,일반 제품컷 있음,https://assets.unileversolutions.com/v1/78030763.png,바디케어,,,바디관리,,훅: 남성용 보습 바디워시 / 문제: 샤워 후 몸이 당기고 향은 너무 강하면 부담 / 각도: 보습과 청결 균형의 바디워시 슬롯 / 근거: 도브 맨케어는 글로벌 남성 바디케어 라인으로 한국 구매 접근성이 있음 / 포지션: 밸런스 / 대상: 건조한 바디 피부 남성 / 연결: SR26-BD-BC-M1 바디냄새/청결 루틴,낮음
탬버린즈 퍼퓸 핸드크림 FEY9,,,,SR26-BD-BC-P105,검수 필요,https://www.tamburins.com,2026년 5월 30일 오후 2:27,,TAMBURINS,4,,일반 제품컷 있음,https://web-resource.tamburins.com/catalog/product/1701940039/aa9ec1a7-8f7f-46a9-8c6c-fc06f954ca2b/thumbnail_shell_hand_0006_DUO_PUMKINI_FEY9.jpg,바디케어,,,바디관리,,훅: 손 보습과 향을 같이 챙기는 핸드크림 / 문제: 악수·노트북 작업 때 손 건조와 잔향이 인상을 만듦 / 각도: 핸드케어 겸 향 관리 슬롯 / 근거: 탬버린즈는 향 기반 핸드크림 카테고리에서 국내 트렌드성이 강함 / 포지션: 투자 / 대상: 손 건조와 향을 같이 챙기는 남성 / 연결: SR26-GR-CN-M1 손톱 컨디션 관리,낮음
러쉬 더티 바디 스프레이,,,,SR26-GR-FR-P101,검수 필요,https://www.lush.com/kr,2026년 5월 30일 오후 2:27,,LUSH,4,,누끼/단독컷 있음,https://sitem.ssgcdn.com/70/41/85/item/1000025854170_i1_1200.jpg,향수,,,바디관리,,훅: 샤워 후 티 나는 청량한 향 / 문제: 향수는 부담스럽지만 체취 관리는 필요 / 각도: 바디스프레이로 시작하는 향 관리 슬롯 / 근거: 러쉬 더티는 남성도 쓰기 쉬운 민트·허브 계열 바디스프레이로 인지도가 높음 / 포지션: 입문자 / 대상: 향수 초보 남성 / 연결: SR26-BD-BC-M1 바디냄새/청결 루틴,낮음
어노브 딥 데미지 트리트먼트 EX,,,,SR26-GR-HC-P103,검수 필요,https://unove.co.kr,2026년 5월 30일 오후 2:27,,UNOVE,5,,일반 제품컷 있음,https://ecimg.cafe24img.com/pg286b92423923067/unove1/web/product/big/20230511/e5832639049c5ee5c2b7b052ab410708.jpg,헤어케어,,,스타일관리,,훅: 향 좋은 고손상 트리트먼트 / 문제: 펌·염색 후 머리가 뻣뻣하면 스타일링이 안 먹음 / 각도: 주 2회 손상모 회복 슬롯 / 근거: 어노브는 국내 헤어케어 트렌드에서 향과 손상 케어로 강하게 노출됨 / 포지션: 밸런스 / 대상: 펌·염색 남성 / 연결: SR26-GR-SC-M1 두피 컨디션 루틴,높음
카이 네일 클리퍼 타입 001,,,,SR26-SK-HC-P101,검수 필요,https://www.kai-group.com,2026년 5월 30일 오후 2:27,,KAI,4,,일반 제품컷 있음,https://sitem.ssgcdn.com/38/11/47/item/1000525471138_i1_1200.jpg,홈케어,,,위생관리,,훅: 손톱 정리의 첫 도구 / 문제: 무딘 손톱깎이는 손톱 끝을 거칠게 만듦 / 각도: 손톱 컨디션 관리 기본 툴 슬롯 / 근거: 카이는 일본 그루밍·커팅 툴 브랜드로 손톱 관리 도구 신뢰도가 있음 / 포지션: 밸런스 / 대상: 손톱 끝 정리가 필요한 남성 / 연결: SR26-GR-CN-M1 손톱 컨디션 관리,낮음
로레알 프로페셔널 테크니아트 픽스 디자인 스프레이,,,,SR26-GR-HR-P105,검수 필요,https://www.lorealprofessionnel.com,2026년 5월 30일 오후 2:27,,L'Oreal Professionnel,3,,누끼/단독컷 있음,https://godomall.speedycdn.net/d1b65e59b7b4bf1f40c0462338738f17/goods/5018/image/magnify/5018_magnify_058.jpg,헤어스타일링,,,스타일관리,,훅: 무너지는 앞머리를 고정하는 스프레이 / 문제: 왁스만 쓰면 습도와 땀에 스타일이 쉽게 풀림 / 각도: 마무리 고정 스프레이 슬롯 / 근거: 로레알 프로페셔널은 살롱 기반 스타일링 제품군 신뢰도가 높음 / 포지션: 밸런스 / 대상: 앞머리 고정이 필요한 남성 / 연결: SR26-GR-HR-M1 헤어 스타일링 루틴,낮음
슈바츠코프 오지스 더스트잇 매트 파우더,,,,SR26-GR-HR-P104,검수 필요,https://www.schwarzkopf-professional.com,2026년 5월 30일 오후 2:27,,Schwarzkopf Professional,4,,일반 제품컷 있음,https://sitem.ssgcdn.com/24/48/94/item/1000068944824_i1_1200.jpg,헤어스타일링,,,스타일관리,,훅: 정수리 볼륨을 살리는 파우더 / 문제: 왁스 없이 볼륨만 살리고 싶은 날이 있음 / 각도: 납작한 머리 응급 볼륨 슬롯 / 근거: 오시스 더스트잇은 미용실·스타일링 파우더 대표 제품으로 사용법 콘텐츠화가 쉬움 / 포지션: 투자 / 대상: 정수리 볼륨 부족 남성 / 연결: SR26-GR-HR-M1 헤어 스타일링 루틴,낮음
카밀 핸드&네일 크림 클래식,,,,SR26-BD-BC-P106,검수 필요,https://www.kamill.co.kr,2026년 5월 30일 오후 2:27,,Kamill,3,,누끼/단독컷 있음,https://sitem.ssgcdn.com/79/70/15/qlty/1000476157079_q1.jpg,바디케어,,,바디관리,,훅: 손톱 주변 건조를 막는 기본 핸드크림 / 문제: 큐티클이 갈라지면 손 전체가 지저분해 보임 / 각도: 손톱 컨디션 관리용 데일리 보습 슬롯 / 근거: 카밀은 핸드·네일 크림 대중 인지도가 높아 손 관리 입문에 적합 / 포지션: 가성비 / 대상: 큐티클이 건조한 남성 / 연결: SR26-GR-CN-M1 손톱 컨디션 관리,보통
더샘 커버 퍼펙션 팁 컨실러,,,,SR26-SK-MK-P104,검수 필요,https://www.thesaemcosmetic.com,2026년 5월 30일 오후 2:29,,The Saem,5,,일반 제품컷 있음,https://healivemall.com/web/thesaem_detail/cover_perfection/Allproof_Tip_Concealer_Renewal.jpg,메이크업,,,스타일관리,,훅: 여드름 자국만 가리는 컨실러 / 문제: 전체 화장은 싫지만 붉은 자국은 신경 쓰임 / 각도: 부분 커버 입문 슬롯 / 근거: 더샘 컨실러는 국내 가성비 컨실러 대표 제품으로 남성 입문 장벽이 낮음 / 포지션: 가성비 / 대상: 트러블 자국이 있는 남성 / 연결: SR26-SK-MK-M1 자연스러운 남성 메이크업 루틴,보통
뉴트로지나 노르웨이젼 포뮬러 핸드크림,,,,SR26-BD-BC-P107,검수 필요,https://www.neutrogena.com,2026년 5월 30일 오후 2:29,,Neutrogena,4,,누끼/단독컷 있음,https://images.ctfassets.net/bcjr30vxh6td/5auvdUHESVONfreV4NzGf/a7c7bdf103a19d4d1c6300163e03f08c/6801300_nocolor_0?fm=webp&w=3840,바디케어,,,바디관리,,훅: 갈라진 손을 빠르게 막는 고보습 핸드크림 / 문제: 손등과 손끝이 거칠면 깔끔한 인상이 무너짐 / 각도: 겨울 손 보습 응급 슬롯 / 근거: 뉴트로지나 노르웨이젼 포뮬라는 고보습 핸드크림 대표 제품으로 한국 구매 접근성이 있음 / 포지션: 밸런스 / 대상: 손이 쉽게 트는 남성 / 연결: SR26-GR-CN-M1 손톱 컨디션 관리,낮음
미샤 M 퍼펙트 커버 비비크림,,,,SR26-SK-MK-P108,검수 필요,https://www.missha.com,2026년 5월 30일 오후 2:29,,MISSHA,3,,누끼/단독컷 있음,https://media.ulta.com/i/ulta/77009050,메이크업,,,스타일관리,,훅: BB크림 하나로 톤과 잡티 정리 / 문제: 쿠션은 도구가 필요하고 크림형이 더 익숙함 / 각도: 남성 베이스 입문 BB 슬롯 / 근거: 미샤 퍼펙트커버 BB는 국내외 BB크림 대표 스테디셀러로 구매 접근성이 높음 / 포지션: 가성비 / 대상: 크림형 베이스를 선호하는 남성 / 연결: SR26-SK-MK-M1 자연스러운 남성 메이크업 루틴,보통
닥터숄 프레시 스텝 오더-X 풋 스프레이,,,,SR26-BD-BC-P108,검수 필요,https://www.drscholls.com,2026년 5월 30일 오후 2:29,,Dr. Scholl's,4,,누끼/단독컷 있음,https://www.drscholls.com/cdn/shop/files/W_888853000589_Aid_OdorX_UltraOdorFightingPowderSpray_ATF_MAIN.webp?crop=center&height=1200&v=1759850567&width=1200,바디케어,,,바디관리,,훅: 신발 벗는 자리 전 발냄새 관리 / 문제: 발 체취는 샤워만으로 하루 종일 막기 어려움 / 각도: 풋 데오드란트 슬롯 / 근거: 닥터숄은 풋케어 전문 브랜드로 발냄새·발관리 루틴 연결이 명확함 / 포지션: 피부타입특화 / 대상: 발 땀과 냄새가 고민인 남성 / 연결: SR26-BD-BC-M1 바디냄새/청결 루틴,낮음
종근당 락토핏 골드 유산균,,,,SR26-FD-SU-P103,검수 필요,https://www.lactofit.co.kr,2026년 5월 30일 오후 2:29,,CKD Lactofit,4,,일반 제품컷 있음,https://cdn.shopify.com/s/files/1/1071/7482/products/2498983318_front_d753742ae7.jpg?v=1595019696&width=1000,영양제,,,식단관리,,훅: 매일 먹기 쉬운 유산균 스틱 / 문제: 장 컨디션이 무너지면 피부와 컨디션까지 흔들림 / 각도: 아침 루틴에 넣는 장관리 슬롯 / 근거: 락토핏은 국내 유산균 대중 인지도와 구매 접근성이 매우 높음 / 포지션: 가성비 / 대상: 장 컨디션을 챙기는 남성 / 연결: SR26-FD-SU-M1 영양/운동보조 루틴,보통
LG 스타일러 오브제컬렉션 의류관리기,,,,SR26-ST-WC-P101,검수 필요,https://www.lge.co.kr,2026년 5월 30일 오후 2:29,,LG Electronics,4,,일반 제품컷 있음,https://www.lge.co.kr/kr/images/lg-styler/md10351833/gallery/large-interior01.jpg,의류관리,,,공간관리,,훅: 셔츠와 재킷 냄새를 집에서 관리 / 문제: 매번 드라이클리닝하기엔 비용과 시간이 부담 / 각도: 의류 냄새·주름 관리 디바이스 슬롯 / 근거: LG 스타일러는 국내 의류관리기 대표 제품군으로 출근복 관리 루틴과 연결이 강함 / 포지션: 투자 / 대상: 셔츠·수트 착용 남성 / 연결: SR26-ST-WC-M1 의류/소지품 관리,낮음
만타 수면 안대,,,,SR26-SL-RS-P101,검수 필요,https://mantasleep.com,2026년 5월 30일 오후 2:29,,Manta Sleep,4,,일반 제품컷 있음,https://cdn.shopify.com/s/files/1/1582/3265/products/1.5-Mask-Buy-Box-1_800x@2x.png?v=1627037566,홈케어,,,수면관리,,훅: 빛을 막아 수면 환경을 정리 / 문제: 침실 조명과 새벽빛 때문에 깊게 못 잠 / 각도: 수면 루틴 첫 환경템 슬롯 / 근거: 만타 슬립마스크는 차광·착용감으로 수면 제품군에서 글로벌 인지도가 있음 / 포지션: 밸런스 / 대상: 수면 질을 챙기는 남성 / 연결: SR26-SL-RS-M1 수면/회복 루틴,낮음
메이크업포에버 미스트 앤 픽스 세팅 스프레이,,,,SR26-SK-MK-P107,검수 필요,https://www.makeupforever.com,2026년 5월 30일 오후 2:29,,MAKE UP FOR EVER,3,,누끼/단독컷 있음,https://sitem.ssgcdn.com/43/15/89/item/1000575891543_i1_1200.jpg,메이크업,,,스타일관리,,훅: 베이스가 무너지지 않게 고정 / 문제: 땀과 마스크에 쿠션·컨실러가 묻어남 / 각도: 메이크업 픽서 마무리 슬롯 / 근거: 메이크업포에버는 프로페셔널 픽서 제품군 신뢰도가 높음 / 포지션: 투자 / 대상: 촬영·행사 전 남성 / 연결: SR26-SK-MK-M1 자연스러운 남성 메이크업 루틴,낮음
하이퍼아이스 노마텍 고 회복 부츠,,,,SR26-BD-FT-P102,검수 필요,https://hyperice.com,2026년 5월 30일 오후 2:29,,Hyperice,3,,누끼/단독컷 있음,https://hyperice.com/cdn/shop/files/normatec-go-pdp-1.png?v=1769104232&width=1300,운동회복,,,바디관리,,훅: 종아리 회복을 착용형으로 관리 / 문제: 오래 걷거나 뛰면 다리 피로가 밤까지 남음 / 각도: 러너용 회복 디바이스 슬롯 / 근거: 하이퍼아이스 노마텍은 스포츠 회복 디바이스 카테고리에서 프리미엄 인지도가 높음 / 포지션: 투자 / 대상: 러닝·장시간 보행 남성 / 연결: SR26-SL-RS-M1 수면/회복 루틴,낮음
GNC 메가맨 멀티비타민,,,,SR26-FD-SU-P104,검수 필요,https://www.gnc.com,2026년 5월 30일 오후 2:29,,GNC,3,,누끼/단독컷 있음,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/cat/22/1/0/5/1/2/2/leqDl/139105122_1.jpg,영양제,,,식단관리,,훅: 운동하는 남성용 멀티비타민 / 문제: 운동과 식단을 시작하면 보조 영양제 선택이 필요 / 각도: 헬스 입문자 멀티비타민 슬롯 / 근거: GNC는 스포츠·영양제 유통 브랜드로 남성 운동보조 루틴과 연결이 쉬움 / 포지션: 입문자 / 대상: 헬스장 입문 남성 / 연결: SR26-FD-SU-M1 영양/운동보조 루틴,낮음
웨이크메이크 워터 벨벳 커버 쿠션,,,,SR26-SK-MK-P109,검수 필요,https://www.wakemake.com,2026년 5월 30일 오후 2:29,,WAKEMAKE,4,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0018/A00000018461518ko.jpg?l=ko,메이크업,,,스타일관리,,훅: 드럭스토어에서 고르는 커버 쿠션 / 문제: 피부톤과 트러블 자국을 빠르게 정리할 제품이 필요 / 각도: 올리브영 접근성 높은 쿠션 슬롯 / 근거: 웨이크메이크는 국내 색조·베이스 트렌드 대응이 빠른 브랜드 / 포지션: 밸런스 / 대상: 첫 쿠션을 고르는 남성 / 연결: SR26-SK-MK-M1 자연스러운 남성 메이크업 루틴,높음
